Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
SPX,7510.0,-26391161.489009757,67.28308931428951,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7515.0,-2332826.3095009695,3.962016670803028,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7520.0,-13088788.58206184,80.59145318147688,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7525.0,-165683465.85505128,950.9745582369591,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7530.0,-30272242.695900064,84.9605331028299,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7535.0,-6780796.77563863,11.2740547173233,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7540.0,-20646912.86111281,79.29615311285959,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7545.0,-10090810.442776501,17.937545830237585,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7550.0,-941349469.8144544,2927.8240980212718,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7555.0,-5851325.566412992,9.791836932340575,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7560.0,-27650837.232381035,168.13878885810794,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7565.0,-6557006.319021618,11.16220427134967,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7570.0,-51071581.31242126,140.35562173743133,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7575.0,-126493525.93470336,648.3974056446244,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7580.0,-40877718.90147542,170.95527859741253,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
SPX,7585.0,-9480924.56038314,17.185525741209343,0.0,0.0,0.0,0.0,0.0,0.0,7820.059517599218,7720.640482400782,7869.7690351984365,7670.930964801564,SEP26,AUG26,2026-08-13,2026-09-18,7770.35,7716.21594156017,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER,AUG26=7770.35;SEP26=7771.35;OCT26=7834.875;DEC26=7898.5;NOV26=7830;JAN27=7902.75;MAR27=7969;FEB27=7901.5;APR27=7981.5;JUN27=8031.875;MAY27=7985.5;JUL27=8062.75;SEP27=8098.75;AUG27=8070.625;DEC29=8694.875;DEC27=8124.625;MAR28=8204;DEC28=8399.5;DEC30=9167.5;JUN28=9170.75,NONE,WEIGHTED_ATM,2026-08-21,6,662,0.0,NONE,11544,11060,481,0,0,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-12
