Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
XAU,3560.0,-379700.6710554232,1.96868541660739,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3565.0,-313908.2741513129,1.6168627916505214,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3570.0,-33945.48387235531,0.20384042121270923,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3575.0,-1141870.613206827,5.81519646889224,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3580.0,-66587.19397090016,0.34268151507182787,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3585.0,-2082966.4228603486,10.711606764195983,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3590.0,-127240.59455782911,0.6481726018027718,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3595.0,-552596.1969989344,2.852076598527556,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3600.0,-24932593.366790835,127.80446387617553,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3605.0,-212150.20248999604,1.093626583004855,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3610.0,-290341.6404165152,1.514146334836664,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3615.0,-632788.775961834,3.296616326657871,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,3620.0,-80175.92336852362,0.41931714360885547,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
